TotalSteps,Calories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance,TotalActiveMinutes,TotalDistance,ActivityDayName,TotalMinutesAsleep,TotalTimeInBed,WeightKg,Heightm,BMI
29326,4547,888,429,29,94,0.0,10.710000038147,1.21000003814697,13.2399997711182,552,25.15999984741217,Saturday,611,689,42.25811453132664,1.518605199389987,18.32400285961996
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,700,712,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,437,498,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,556,602,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,381,566,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,619,641,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,98,107,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,591,612,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,350,402,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,549,583,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,336,350,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,427,446,119.65327960069362,1.832443883567935,35.633890347713674
9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,222,6.480000019073491,Sunday,525,591,119.65327960069362,1.832443883567935,35.633890347713674
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,700,712,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,437,498,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,556,602,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,381,566,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,619,641,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,98,107,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,591,612,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,350,402,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,549,583,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,336,350,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,427,446,71.71588323153861,1.735512770757216,23.810018008665505
6175,1554,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,164,4.03999996185302,Sunday,525,591,71.71588323153861,1.735512770757216,23.810018008665505
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,700,712,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,437,498,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,556,602,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,381,566,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,619,641,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,98,107,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,591,612,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,350,402,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,549,583,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,336,350,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,427,446,44.47389790429047,1.4318028994210148,21.693954236936516
8757,3011,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,228,6.369999945163723,Sunday,525,591,44.47389790429047,1.4318028994210148,21.693954236936516
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,700,712,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,437,498,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,556,602,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,381,566,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,619,641,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,98,107,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,591,612,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,350,402,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,549,583,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,336,350,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,427,446,58.59695295992614,1.6946274225169309,20.404528960297537
4525,1793,1231,199,8,2,0.0,2.58999991416931,0.259999990463257,0.140000000596046,209,2.989999905228613,Sunday,525,591,58.59695295992614,1.6946274225169309,20.404528960297537
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,700,712,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,437,498,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,556,602,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,381,566,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,619,641,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,98,107,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,591,612,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,350,402,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,549,583,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,336,350,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,427,446,45.611923180784174,1.4060526943979363,23.07146595076969
0,2063,1440,0,0,0,0.0,0.0,0.0,0.0,0,0.0,Sunday,525,591,45.611923180784174,1.4060526943979363,23.07146595076969
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,700,712,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,437,498,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,556,602,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,381,566,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,619,641,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,98,107,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,591,612,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,350,402,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,549,583,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,336,350,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,427,446,116.03962812050716,1.9132693593292205,31.699622873200813
15112,2782,1052,331,29,28,0.0,6.88000011444092,0.660000026226044,3.86999988555908,388,11.410000026226044,Sunday,525,591,116.03962812050716,1.9132693593292205,31.699622873200813
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,700,712,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,437,498,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,556,602,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,381,566,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,619,641,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,98,107,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,591,612,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,350,402,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,549,583,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,336,350,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,427,446,69.51251371409886,1.4923493288212617,31.212029201921627
838,1214,1053,60,0,0,0.0,0.519999980926514,0.0,0.0,60,0.519999980926514,Sunday,525,591,69.51251371409886,1.4923493288212617,31.212029201921627
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,700,712,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,437,498,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,556,602,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,381,566,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,619,641,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,98,107,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,591,612,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,350,402,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,549,583,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,336,350,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,427,446,51.14495950705607,1.774361660936259,16.244956363562906
6198,1852,1191,249,0,0,0.0,4.17999982833862,0.0,0.0,249,4.17999982833862,Sunday,525,591,51.14495950705607,1.774361660936259,16.244956363562906
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,700,712,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,437,498,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,556,602,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,381,566,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,619,641,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,98,107,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,591,612,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,350,402,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,549,583,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,336,350,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,427,446,74.5716880103875,1.5042680572215912,32.95516625900477
5472,1882,508,249,7,1,0.0,3.25999999046326,0.280000001192093,0.0799999982118607,257,3.6199999898672135,Sunday,525,591,74.5716880103875,1.5042680572215912,32.95516625900477
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,700,712,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,437,498,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,556,602,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,381,566,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,619,641,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,98,107,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,591,612,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,350,402,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,549,583,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,336,350,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,427,446,99.94295295808966,1.8179612901767863,30.24007848754834
2524,1529,1272,160,8,0,0.0,1.3400000333786,0.349999994039536,0.0,168,1.690000027418136,Sunday,525,591,99.94295295808966,1.8179612901767863,30.24007848754834
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,700,712,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,437,498,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,556,602,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,381,566,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,619,641,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,98,107,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,591,612,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,350,402,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,549,583,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,336,350,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,427,446,57.50518449109041,1.9073283854393672,15.807240351648042
8199,1964,1105,322,2,11,0.0099999997764825,4.3600001335144,0.100000001490116,1.4099999666214,335,5.870000101625916,Sunday,525,591,57.50518449109041,1.9073283854393672,15.807240351648042
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,700,712,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,437,498,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,556,602,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,381,566,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,619,641,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,98,107,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,591,612,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,350,402,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,549,583,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,336,350,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,427,446,81.49765491437856,1.9479047416017703,21.47878360735796
10415,1529,600,205,58,11,0.0,3.92000007629395,2.34999990463257,0.699999988079071,274,6.969999969005592,Sunday,525,591,81.49765491437856,1.9479047416017703,21.47878360735796
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,700,712,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,437,498,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,556,602,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,381,566,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,619,641,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,98,107,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,591,612,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,350,402,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,549,583,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,336,350,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,427,446,112.42491355932933,1.635294781880951,42.04075050985136
16,1990,1438,2,0,0,0.0,0.0099999997764825,0.0,0.0,2,0.0099999997764825,Sunday,525,591,112.42491355932933,1.635294781880951,42.04075050985136
29,1464,1363,3,0,0,0.0,0.0199999995529652,0.0,0.0,3,0.0199999995529652,Sunday,700,712,115.23777535226668,1.6218545826836257,43.80977685722573
29,1464,1363,3,0,0,0.0,0.0199999995529652,0.0,0.0,3,0.0199999995529652,Sunday,437,498,115.23777535226668,1.6218545826836257,43.80977685722573
29,1464,1363,3,0,0,0.0,0.0199999995529652,0.0,0.0,3,0.0199999995529652,Sunday,556,602,115.23777535226668,1.6218545826836257,43.80977685722573
29,1464,1363,3,0,0,0.0,0.0199999995529652,0.0,0.0,3,0.0199999995529652,Sunday,381,566,115.23777535226668,1.6218545826836257,43.80977685722573
29,1464,1363,3,0,0,0.0,0.0199999995529652,0.0,0.0,3,0.0199999995529652,Sunday,619,641,115.23777535226668,1.6218545826836257,43.80977685722573
29,1464,1363,3,0,0,0.0,0.0199999995529652,0.0,0.0,3,0.0199999995529652,Sunday,98,107,115.23777535226668,1.6218545826836257,43.80977685722573
29,1464,1363,3,0,0,0.0,0.0199999995529652,0.0,0.0,3,0.0199999995529652,Sunday,591,612,115.23777535226668,1.6218545826836257,43.80977685722573
29,1464,1363,3,0,0,0.0,0.0199999995529652,0.0,0.0,3,0.0199999995529652,Sunday,350,402,115.23777535226668,1.6218545826836257,43.80977685722573
