AgeGroup,Gender,WeightKg,Heightm,ActivityDayName,TotalMinutesAsleep,SedentaryMinutes,TotalActiveMinutes,TotalDistancekm,CaloriesBurnt,TotalSteps
65+,Female,71.71588323153861,1.735512770757216,Thursday,441,1204,236,5.90999984741211,1572,9107
65+,Male,71.71588323153861,1.735512770757216,Thursday,384,1204,236,5.90999984741211,1572,9107
25-34,Male,71.71588323153861,1.735512770757216,Thursday,357,1204,236,5.90999984741211,1572,9107
25-34,Male,71.71588323153861,1.735512770757216,Thursday,477,1204,236,5.90999984741211,1572,9107
65+,Female,71.71588323153861,1.735512770757216,Thursday,423,1204,236,5.90999984741211,1572,9107
18-24,Female,71.71588323153861,1.735512770757216,Thursday,508,1204,236,5.90999984741211,1572,9107
45-54,Female,71.71588323153861,1.735512770757216,Thursday,472,1204,236,5.90999984741211,1572,9107
55-64,Female,71.71588323153861,1.735512770757216,Thursday,424,1204,236,5.90999984741211,1572,9107
35-44,Female,71.71588323153861,1.735512770757216,Thursday,486,1204,236,5.90999984741211,1572,9107
18-24,Male,44.47389790429047,1.4318028994210148,Thursday,545,1125,315,8.019999861717226,3226,11037
35-44,Male,44.47389790429047,1.4318028994210148,Thursday,445,1125,315,8.019999861717226,3226,11037
45-54,Female,44.47389790429047,1.4318028994210148,Thursday,291,1125,315,8.019999861717226,3226,11037
45-54,Female,44.47389790429047,1.4318028994210148,Thursday,535,1125,315,8.019999861717226,3226,11037
25-34,Female,44.47389790429047,1.4318028994210148,Thursday,441,1125,315,8.019999861717226,3226,11037
25-34,Female,44.47389790429047,1.4318028994210148,Thursday,384,1125,315,8.019999861717226,3226,11037
35-44,Male,44.47389790429047,1.4318028994210148,Thursday,357,1125,315,8.019999861717226,3226,11037
35-44,Male,44.47389790429047,1.4318028994210148,Thursday,477,1125,315,8.019999861717226,3226,11037
45-54,Female,44.47389790429047,1.4318028994210148,Thursday,423,1125,315,8.019999861717226,3226,11037
45-54,Male,44.47389790429047,1.4318028994210148,Thursday,508,1125,315,8.019999861717226,3226,11037
25-34,Female,44.47389790429047,1.4318028994210148,Thursday,472,1125,315,8.019999861717226,3226,11037
45-54,Female,44.47389790429047,1.4318028994210148,Thursday,424,1125,315,8.019999861717226,3226,11037
35-44,Female,44.47389790429047,1.4318028994210148,Thursday,486,1125,315,8.019999861717226,3226,11037
25-34,Male,58.59695295992614,1.6946274225169309,Thursday,545,843,373,5.23000001907349,2130,7937
55-64,Male,58.59695295992614,1.6946274225169309,Thursday,445,843,373,5.23000001907349,2130,7937
25-34,Male,58.59695295992614,1.6946274225169309,Thursday,291,843,373,5.23000001907349,2130,7937
35-44,Female,58.59695295992614,1.6946274225169309,Thursday,535,843,373,5.23000001907349,2130,7937
65+,Male,58.59695295992614,1.6946274225169309,Thursday,441,843,373,5.23000001907349,2130,7937
65+,Male,58.59695295992614,1.6946274225169309,Thursday,384,843,373,5.23000001907349,2130,7937
45-54,Male,58.59695295992614,1.6946274225169309,Thursday,357,843,373,5.23000001907349,2130,7937
18-24,Female,58.59695295992614,1.6946274225169309,Thursday,477,843,373,5.23000001907349,2130,7937
18-24,Male,58.59695295992614,1.6946274225169309,Thursday,423,843,373,5.23000001907349,2130,7937
18-24,Male,58.59695295992614,1.6946274225169309,Thursday,508,843,373,5.23000001907349,2130,7937
35-44,Female,58.59695295992614,1.6946274225169309,Thursday,472,843,373,5.23000001907349,2130,7937
35-44,Male,58.59695295992614,1.6946274225169309,Thursday,424,843,373,5.23000001907349,2130,7937
18-24,Female,58.59695295992614,1.6946274225169309,Thursday,486,843,373,5.23000001907349,2130,7937
18-24,Female,45.611923180784174,1.4060526943979363,Thursday,545,1292,97,1.500000029802324,2383,2163
25-34,Female,45.611923180784174,1.4060526943979363,Thursday,445,1292,97,1.500000029802324,2383,2163
35-44,Female,45.611923180784174,1.4060526943979363,Thursday,291,1292,97,1.500000029802324,2383,2163
25-34,Female,45.611923180784174,1.4060526943979363,Thursday,535,1292,97,1.500000029802324,2383,2163
55-64,Male,45.611923180784174,1.4060526943979363,Thursday,441,1292,97,1.500000029802324,2383,2163
65+,Male,45.611923180784174,1.4060526943979363,Thursday,384,1292,97,1.500000029802324,2383,2163
65+,Female,45.611923180784174,1.4060526943979363,Thursday,357,1292,97,1.500000029802324,2383,2163
45-54,Male,45.611923180784174,1.4060526943979363,Thursday,477,1292,97,1.500000029802324,2383,2163
65+,Female,45.611923180784174,1.4060526943979363,Thursday,423,1292,97,1.500000029802324,2383,2163
45-54,Male,45.611923180784174,1.4060526943979363,Thursday,508,1292,97,1.500000029802324,2383,2163
65+,Male,45.611923180784174,1.4060526943979363,Thursday,472,1292,97,1.500000029802324,2383,2163
35-44,Female,45.611923180784174,1.4060526943979363,Thursday,424,1292,97,1.500000029802324,2383,2163
65+,Female,45.611923180784174,1.4060526943979363,Thursday,486,1292,97,1.500000029802324,2383,2163
25-34,Male,116.03962812050716,1.9132693593292205,Thursday,545,1148,292,7.510000184178359,2312,10690
18-24,Female,116.03962812050716,1.9132693593292205,Thursday,445,1148,292,7.510000184178359,2312,10690
25-34,Female,116.03962812050716,1.9132693593292205,Thursday,291,1148,292,7.510000184178359,2312,10690
18-24,Male,116.03962812050716,1.9132693593292205,Thursday,535,1148,292,7.510000184178359,2312,10690
35-44,Female,116.03962812050716,1.9132693593292205,Thursday,441,1148,292,7.510000184178359,2312,10690
35-44,Female,116.03962812050716,1.9132693593292205,Thursday,384,1148,292,7.510000184178359,2312,10690
25-34,Male,116.03962812050716,1.9132693593292205,Thursday,357,1148,292,7.510000184178359,2312,10690
18-24,Male,116.03962812050716,1.9132693593292205,Thursday,477,1148,292,7.510000184178359,2312,10690
35-44,Female,116.03962812050716,1.9132693593292205,Thursday,423,1148,292,7.510000184178359,2312,10690
35-44,Female,116.03962812050716,1.9132693593292205,Thursday,508,1148,292,7.510000184178359,2312,10690
65+,Female,116.03962812050716,1.9132693593292205,Thursday,472,1148,292,7.510000184178359,2312,10690
18-24,Female,116.03962812050716,1.9132693593292205,Thursday,424,1148,292,7.510000184178359,2312,10690
65+,Male,116.03962812050716,1.9132693593292205,Thursday,486,1148,292,7.510000184178359,2312,10690
25-34,Female,69.51251371409886,1.4923493288212617,Thursday,545,653,197,2.04999995231628,1431,3335
55-64,Female,69.51251371409886,1.4923493288212617,Thursday,445,653,197,2.04999995231628,1431,3335
18-24,Female,69.51251371409886,1.4923493288212617,Thursday,291,653,197,2.04999995231628,1431,3335
18-24,Male,69.51251371409886,1.4923493288212617,Thursday,535,653,197,2.04999995231628,1431,3335
25-34,Male,69.51251371409886,1.4923493288212617,Thursday,441,653,197,2.04999995231628,1431,3335
25-34,Female,69.51251371409886,1.4923493288212617,Thursday,384,653,197,2.04999995231628,1431,3335
55-64,Male,69.51251371409886,1.4923493288212617,Thursday,357,653,197,2.04999995231628,1431,3335
25-34,Female,69.51251371409886,1.4923493288212617,Thursday,477,653,197,2.04999995231628,1431,3335
25-34,Female,69.51251371409886,1.4923493288212617,Thursday,423,653,197,2.04999995231628,1431,3335
45-54,Male,69.51251371409886,1.4923493288212617,Thursday,508,653,197,2.04999995231628,1431,3335
55-64,Female,69.51251371409886,1.4923493288212617,Thursday,472,653,197,2.04999995231628,1431,3335
25-34,Male,69.51251371409886,1.4923493288212617,Thursday,424,653,197,2.04999995231628,1431,3335
45-54,Female,69.51251371409886,1.4923493288212617,Thursday,486,653,197,2.04999995231628,1431,3335
45-54,Male,51.14495950705607,1.774361660936259,Thursday,545,1249,191,2.6800000667572,1696,3973
45-54,Male,51.14495950705607,1.774361660936259,Thursday,445,1249,191,2.6800000667572,1696,3973
25-34,Female,51.14495950705607,1.774361660936259,Thursday,291,1249,191,2.6800000667572,1696,3973
45-54,Male,51.14495950705607,1.774361660936259,Thursday,535,1249,191,2.6800000667572,1696,3973
18-24,Female,51.14495950705607,1.774361660936259,Thursday,441,1249,191,2.6800000667572,1696,3973
25-34,Male,51.14495950705607,1.774361660936259,Thursday,384,1249,191,2.6800000667572,1696,3973
35-44,Male,51.14495950705607,1.774361660936259,Thursday,357,1249,191,2.6800000667572,1696,3973
25-34,Male,51.14495950705607,1.774361660936259,Thursday,477,1249,191,2.6800000667572,1696,3973
35-44,Male,51.14495950705607,1.774361660936259,Thursday,423,1249,191,2.6800000667572,1696,3973
18-24,Male,51.14495950705607,1.774361660936259,Thursday,508,1249,191,2.6800000667572,1696,3973
18-24,Male,51.14495950705607,1.774361660936259,Thursday,472,1249,191,2.6800000667572,1696,3973
18-24,Male,51.14495950705607,1.774361660936259,Thursday,424,1249,191,2.6800000667572,1696,3973
55-64,Male,51.14495950705607,1.774361660936259,Thursday,486,1249,191,2.6800000667572,1696,3973
55-64,Female,74.5716880103875,1.5042680572215912,Thursday,545,705,255,6.7000000663101655,2010,10129
55-64,Male,74.5716880103875,1.5042680572215912,Thursday,445,705,255,6.7000000663101655,2010,10129
65+,Male,74.5716880103875,1.5042680572215912,Thursday,291,705,255,6.7000000663101655,2010,10129
35-44,Male,74.5716880103875,1.5042680572215912,Thursday,535,705,255,6.7000000663101655,2010,10129
65+,Female,74.5716880103875,1.5042680572215912,Thursday,441,705,255,6.7000000663101655,2010,10129
25-34,Male,74.5716880103875,1.5042680572215912,Thursday,384,705,255,6.7000000663101655,2010,10129
18-24,Female,74.5716880103875,1.5042680572215912,Thursday,357,705,255,6.7000000663101655,2010,10129
25-34,Male,74.5716880103875,1.5042680572215912,Thursday,477,705,255,6.7000000663101655,2010,10129
55-64,Female,74.5716880103875,1.5042680572215912,Thursday,423,705,255,6.7000000663101655,2010,10129
25-34,Male,74.5716880103875,1.5042680572215912,Thursday,508,705,255,6.7000000663101655,2010,10129
55-64,Male,74.5716880103875,1.5042680572215912,Thursday,472,705,255,6.7000000663101655,2010,10129
45-54,Female,74.5716880103875,1.5042680572215912,Thursday,424,705,255,6.7000000663101655,2010,10129
35-44,Female,74.5716880103875,1.5042680572215912,Thursday,486,705,255,6.7000000663101655,2010,10129
55-64,Female,99.94295295808966,1.8179612901767863,Thursday,545,1109,331,5.32000017166138,1893,7910
35-44,Male,99.94295295808966,1.8179612901767863,Thursday,445,1109,331,5.32000017166138,1893,7910
45-54,Male,99.94295295808966,1.8179612901767863,Thursday,291,1109,331,5.32000017166138,1893,7910
55-64,Male,99.94295295808966,1.8179612901767863,Thursday,535,1109,331,5.32000017166138,1893,7910
45-54,Male,99.94295295808966,1.8179612901767863,Thursday,441,1109,331,5.32000017166138,1893,7910
45-54,Female,99.94295295808966,1.8179612901767863,Thursday,384,1109,331,5.32000017166138,1893,7910
45-54,Male,99.94295295808966,1.8179612901767863,Thursday,357,1109,331,5.32000017166138,1893,7910
25-34,Male,99.94295295808966,1.8179612901767863,Thursday,477,1109,331,5.32000017166138,1893,7910
18-24,Male,99.94295295808966,1.8179612901767863,Thursday,423,1109,331,5.32000017166138,1893,7910
65+,Male,99.94295295808966,1.8179612901767863,Thursday,508,1109,331,5.32000017166138,1893,7910
65+,Female,99.94295295808966,1.8179612901767863,Thursday,472,1109,331,5.32000017166138,1893,7910
18-24,Female,99.94295295808966,1.8179612901767863,Thursday,424,1109,331,5.32000017166138,1893,7910
65+,Male,99.94295295808966,1.8179612901767863,Thursday,486,1109,331,5.32000017166138,1893,7910
25-34,Male,57.50518449109041,1.9073283854393672,Thursday,545,1039,401,6.020000070333479,2065,8844
35-44,Male,57.50518449109041,1.9073283854393672,Thursday,445,1039,401,6.020000070333479,2065,8844
18-24,Female,57.50518449109041,1.9073283854393672,Thursday,291,1039,401,6.020000070333479,2065,8844
45-54,Male,57.50518449109041,1.9073283854393672,Thursday,535,1039,401,6.020000070333479,2065,8844
55-64,Male,57.50518449109041,1.9073283854393672,Thursday,441,1039,401,6.020000070333479,2065,8844
35-44,Male,57.50518449109041,1.9073283854393672,Thursday,384,1039,401,6.020000070333479,2065,8844
18-24,Male,57.50518449109041,1.9073283854393672,Thursday,357,1039,401,6.020000070333479,2065,8844
25-34,Male,57.50518449109041,1.9073283854393672,Thursday,477,1039,401,6.020000070333479,2065,8844
65+,Male,57.50518449109041,1.9073283854393672,Thursday,423,1039,401,6.020000070333479,2065,8844
18-24,Female,57.50518449109041,1.9073283854393672,Thursday,508,1039,401,6.020000070333479,2065,8844
35-44,Male,57.50518449109041,1.9073283854393672,Thursday,472,1039,401,6.020000070333479,2065,8844
45-54,Female,57.50518449109041,1.9073283854393672,Thursday,424,1039,401,6.020000070333479,2065,8844
18-24,Male,57.50518449109041,1.9073283854393672,Thursday,486,1039,401,6.020000070333479,2065,8844
25-34,Female,81.49765491437856,1.9479047416017703,Thursday,545,801,242,5.109999954700472,1433,7641
45-54,Female,81.49765491437856,1.9479047416017703,Thursday,445,801,242,5.109999954700472,1433,7641
18-24,Female,81.49765491437856,1.9479047416017703,Thursday,291,801,242,5.109999954700472,1433,7641
18-24,Male,81.49765491437856,1.9479047416017703,Thursday,535,801,242,5.109999954700472,1433,7641
25-34,Female,81.49765491437856,1.9479047416017703,Thursday,441,801,242,5.109999954700472,1433,7641
35-44,Male,81.49765491437856,1.9479047416017703,Thursday,384,801,242,5.109999954700472,1433,7641
45-54,Male,81.49765491437856,1.9479047416017703,Thursday,357,801,242,5.109999954700472,1433,7641
65+,Female,81.49765491437856,1.9479047416017703,Thursday,477,801,242,5.109999954700472,1433,7641
25-34,Male,81.49765491437856,1.9479047416017703,Thursday,423,801,242,5.109999954700472,1433,7641
55-64,Female,81.49765491437856,1.9479047416017703,Thursday,508,801,242,5.109999954700472,1433,7641
45-54,Female,81.49765491437856,1.9479047416017703,Thursday,472,801,242,5.109999954700472,1433,7641
55-64,Male,81.49765491437856,1.9479047416017703,Thursday,424,801,242,5.109999954700472,1433,7641
25-34,Female,81.49765491437856,1.9479047416017703,Thursday,486,801,242,5.109999954700472,1433,7641
65+,Male,112.42491355932933,1.635294781880951,Thursday,545,1437,3,0.0299999993294477,2011,108
18-24,Male,112.42491355932933,1.635294781880951,Thursday,445,1437,3,0.0299999993294477,2011,108
65+,Female,112.42491355932933,1.635294781880951,Thursday,291,1437,3,0.0299999993294477,2011,108
35-44,Male,112.42491355932933,1.635294781880951,Thursday,535,1437,3,0.0299999993294477,2011,108
18-24,Male,112.42491355932933,1.635294781880951,Thursday,441,1437,3,0.0299999993294477,2011,108
18-24,Female,112.42491355932933,1.635294781880951,Thursday,384,1437,3,0.0299999993294477,2011,108
55-64,Male,112.42491355932933,1.635294781880951,Thursday,357,1437,3,0.0299999993294477,2011,108
35-44,Male,112.42491355932933,1.635294781880951,Thursday,477,1437,3,0.0299999993294477,2011,108
35-44,Female,112.42491355932933,1.635294781880951,Thursday,423,1437,3,0.0299999993294477,2011,108
25-34,Male,112.42491355932933,1.635294781880951,Thursday,508,1437,3,0.0299999993294477,2011,108
18-24,Female,112.42491355932933,1.635294781880951,Thursday,472,1437,3,0.0299999993294477,2011,108
45-54,Female,112.42491355932933,1.635294781880951,Thursday,424,1437,3,0.0299999993294477,2011,108
65+,Female,112.42491355932933,1.635294781880951,Thursday,486,1437,3,0.0299999993294477,2011,108
45-54,Male,115.98908843202308,1.7294035262168164,Thursday,545,1440,0,0.0,1776,0
18-24,Female,115.98908843202308,1.7294035262168164,Thursday,445,1440,0,0.0,1776,0
35-44,Female,115.98908843202308,1.7294035262168164,Thursday,291,1440,0,0.0,1776,0
45-54,Female,115.98908843202308,1.7294035262168164,Thursday,535,1440,0,0.0,1776,0
25-34,Female,115.98908843202308,1.7294035262168164,Thursday,441,1440,0,0.0,1776,0
18-24,Female,115.98908843202308,1.7294035262168164,Thursday,384,1440,0,0.0,1776,0
35-44,Female,115.98908843202308,1.7294035262168164,Thursday,357,1440,0,0.0,1776,0
45-54,Male,115.98908843202308,1.7294035262168164,Thursday,477,1440,0,0.0,1776,0
25-34,Male,115.98908843202308,1.7294035262168164,Thursday,423,1440,0,0.0,1776,0
55-64,Male,115.98908843202308,1.7294035262168164,Thursday,508,1440,0,0.0,1776,0
18-24,Male,115.98908843202308,1.7294035262168164,Thursday,472,1440,0,0.0,1776,0
25-34,Male,115.98908843202308,1.7294035262168164,Thursday,424,1440,0,0.0,1776,0
25-34,Male,115.98908843202308,1.7294035262168164,Thursday,486,1440,0,0.0,1776,0
45-54,Male,115.23777535226668,1.6218545826836257,Thursday,545,589,349,6.880000069737436,2302,10210
55-64,Female,115.23777535226668,1.6218545826836257,Thursday,445,589,349,6.880000069737436,2302,10210
18-24,Female,115.23777535226668,1.6218545826836257,Thursday,291,589,349,6.880000069737436,2302,10210
65+,Male,115.23777535226668,1.6218545826836257,Thursday,535,589,349,6.880000069737436,2302,10210
45-54,Male,115.23777535226668,1.6218545826836257,Thursday,441,589,349,6.880000069737436,2302,10210
18-24,Female,115.23777535226668,1.6218545826836257,Thursday,384,589,349,6.880000069737436,2302,10210
65+,Male,115.23777535226668,1.6218545826836257,Thursday,357,589,349,6.880000069737436,2302,10210
65+,Female,115.23777535226668,1.6218545826836257,Thursday,477,589,349,6.880000069737436,2302,10210
25-34,Female,115.23777535226668,1.6218545826836257,Thursday,423,589,349,6.880000069737436,2302,10210
55-64,Female,115.23777535226668,1.6218545826836257,Thursday,508,589,349,6.880000069737436,2302,10210
55-64,Female,115.23777535226668,1.6218545826836257,Thursday,472,589,349,6.880000069737436,2302,10210
55-64,Female,115.23777535226668,1.6218545826836257,Thursday,424,589,349,6.880000069737436,2302,10210
25-34,Male,115.23777535226668,1.6218545826836257,Thursday,486,589,349,6.880000069737436,2302,10210
65+,Female,101.43512217782036,1.6739678763924568,Thursday,545,945,264,6.819999933242799,2998,8863
65+,Female,101.43512217782036,1.6739678763924568,Thursday,445,945,264,6.819999933242799,2998,8863
35-44,Female,101.43512217782036,1.6739678763924568,Thursday,291,945,264,6.819999933242799,2998,8863
18-24,Male,101.43512217782036,1.6739678763924568,Thursday,535,945,264,6.819999933242799,2998,8863
45-54,Male,101.43512217782036,1.6739678763924568,Thursday,441,945,264,6.819999933242799,2998,8863
18-24,Male,101.43512217782036,1.6739678763924568,Thursday,384,945,264,6.819999933242799,2998,8863
25-34,Male,101.43512217782036,1.6739678763924568,Thursday,357,945,264,6.819999933242799,2998,8863
65+,Male,101.43512217782036,1.6739678763924568,Thursday,477,945,264,6.819999933242799,2998,8863
35-44,Female,101.43512217782036,1.6739678763924568,Thursday,423,945,264,6.819999933242799,2998,8863
25-34,Female,101.43512217782036,1.6739678763924568,Thursday,508,945,264,6.819999933242799,2998,8863
45-54,Female,101.43512217782036,1.6739678763924568,Thursday,472,945,264,6.819999933242799,2998,8863
55-64,Female,101.43512217782036,1.6739678763924568,Thursday,424,945,264,6.819999933242799,2998,8863
35-44,Female,101.43512217782036,1.6739678763924568,Thursday,486,945,264,6.819999933242799,2998,8863
45-54,Female,52.88570824046879,1.8278885229287405,Thursday,545,717,231,2.67000007629395,2194,3974
18-24,Male,52.88570824046879,1.8278885229287405,Thursday,445,717,231,2.67000007629395,2194,3974
55-64,Male,52.88570824046879,1.8278885229287405,Thursday,291,717,231,2.67000007629395,2194,3974
18-24,Female,52.88570824046879,1.8278885229287405,Thursday,535,717,231,2.67000007629395,2194,3974
65+,Male,52.88570824046879,1.8278885229287405,Thursday,441,717,231,2.67000007629395,2194,3974
45-54,Female,52.88570824046879,1.8278885229287405,Thursday,384,717,231,2.67000007629395,2194,3974
35-44,Male,52.88570824046879,1.8278885229287405,Thursday,357,717,231,2.67000007629395,2194,3974
25-34,Male,52.88570824046879,1.8278885229287405,Thursday,477,717,231,2.67000007629395,2194,3974
18-24,Male,52.88570824046879,1.8278885229287405,Thursday,423,717,231,2.67000007629395,2194,3974
55-64,Male,52.88570824046879,1.8278885229287405,Thursday,508,717,231,2.67000007629395,2194,3974
45-54,Female,52.88570824046879,1.8278885229287405,Thursday,472,717,231,2.67000007629395,2194,3974
25-34,Female,52.88570824046879,1.8278885229287405,Thursday,424,717,231,2.67000007629395,2194,3974
25-34,Male,52.88570824046879,1.8278885229287405,Thursday,486,717,231,2.67000007629395,2194,3974
35-44,Male,80.70058056887382,1.611434879898848,Thursday,545,1161,279,4.48999977111816,1922,6799
45-54,Female,80.70058056887382,1.611434879898848,Thursday,445,1161,279,4.48999977111816,1922,6799
55-64,Male,80.70058056887382,1.611434879898848,Thursday,291,1161,279,4.48999977111816,1922,6799
35-44,Female,80.70058056887382,1.611434879898848,Thursday,535,1161,279,4.48999977111816,1922,6799
25-34,Male,80.70058056887382,1.611434879898848,Thursday,441,1161,279,4.48999977111816,1922,6799
25-34,Male,80.70058056887382,1.611434879898848,Thursday,384,1161,279,4.48999977111816,1922,6799
18-24,Female,80.70058056887382,1.611434879898848,Thursday,357,1161,279,4.48999977111816,1922,6799
18-24,Female,80.70058056887382,1.611434879898848,Thursday,477,1161,279,4.48999977111816,1922,6799
35-44,Female,80.70058056887382,1.611434879898848,Thursday,423,1161,279,4.48999977111816,1922,6799
45-54,Male,80.70058056887382,1.611434879898848,Thursday,508,1161,279,4.48999977111816,1922,6799
45-54,Female,80.70058056887382,1.611434879898848,Thursday,472,1161,279,4.48999977111816,1922,6799
45-54,Male,80.70058056887382,1.611434879898848,Thursday,424,1161,279,4.48999977111816,1922,6799
45-54,Female,80.70058056887382,1.611434879898848,Thursday,486,1161,279,4.48999977111816,1922,6799
35-44,Male,57.10201446977191,1.873740991325533,Thursday,545,772,271,6.36999988555908,2984,7860
25-34,Male,57.10201446977191,1.873740991325533,Thursday,445,772,271,6.36999988555908,2984,7860
35-44,Male,57.10201446977191,1.873740991325533,Thursday,291,772,271,6.36999988555908,2984,7860
35-44,Male,57.10201446977191,1.873740991325533,Thursday,535,772,271,6.36999988555908,2984,7860
18-24,Female,57.10201446977191,1.873740991325533,Thursday,441,772,271,6.36999988555908,2984,7860
25-34,Male,57.10201446977191,1.873740991325533,Thursday,384,772,271,6.36999988555908,2984,7860
18-24,Male,57.10201446977191,1.873740991325533,Thursday,357,772,271,6.36999988555908,2984,7860
18-24,Female,57.10201446977191,1.873740991325533,Thursday,477,772,271,6.36999988555908,2984,7860
55-64,Female,57.10201446977191,1.873740991325533,Thursday,423,772,271,6.36999988555908,2984,7860
35-44,Male,57.10201446977191,1.873740991325533,Thursday,508,772,271,6.36999988555908,2984,7860
45-54,Male,57.10201446977191,1.873740991325533,Thursday,472,772,271,6.36999988555908,2984,7860
25-34,Male,57.10201446977191,1.873740991325533,Thursday,424,772,271,6.36999988555908,2984,7860
18-24,Female,57.10201446977191,1.873740991325533,Thursday,486,772,271,6.36999988555908,2984,7860
45-54,Male,101.02214312382816,1.5911002560566516,Thursday,545,693,358,11.12000012397767,2324,17022
45-54,Female,101.02214312382816,1.5911002560566516,Thursday,445,693,358,11.12000012397767,2324,17022
18-24,Male,101.02214312382816,1.5911002560566516,Thursday,291,693,358,11.12000012397767,2324,17022
55-64,Female,101.02214312382816,1.5911002560566516,Thursday,535,693,358,11.12000012397767,2324,17022
25-34,Male,101.02214312382816,1.5911002560566516,Thursday,441,693,358,11.12000012397767,2324,17022
25-34,Male,101.02214312382816,1.5911002560566516,Thursday,384,693,358,11.12000012397767,2324,17022
18-24,Female,101.02214312382816,1.5911002560566516,Thursday,357,693,358,11.12000012397767,2324,17022
35-44,Female,101.02214312382816,1.5911002560566516,Thursday,477,693,358,11.12000012397767,2324,17022
25-34,Male,101.02214312382816,1.5911002560566516,Thursday,423,693,358,11.12000012397767,2324,17022
65+,Male,101.02214312382816,1.5911002560566516,Thursday,508,693,358,11.12000012397767,2324,17022
35-44,Female,101.02214312382816,1.5911002560566516,Thursday,472,693,358,11.12000012397767,2324,17022
55-64,Male,101.02214312382816,1.5911002560566516,Thursday,424,693,358,11.12000012397767,2324,17022
25-34,Female,101.02214312382816,1.5911002560566516,Thursday,486,693,358,11.12000012397767,2324,17022
55-64,Female,97.92901487099704,1.719186809817256,Thursday,545,662,324,6.419999897480006,4022,8596
65+,Female,97.92901487099704,1.719186809817256,Thursday,445,662,324,6.419999897480006,4022,8596
65+,Male,97.92901487099704,1.719186809817256,Thursday,291,662,324,6.419999897480006,4022,8596
18-24,Male,97.92901487099704,1.719186809817256,Thursday,535,662,324,6.419999897480006,4022,8596
25-34,Female,97.92901487099704,1.719186809817256,Thursday,441,662,324,6.419999897480006,4022,8596
45-54,Male,97.92901487099704,1.719186809817256,Thursday,384,662,324,6.419999897480006,4022,8596
55-64,Male,97.92901487099704,1.719186809817256,Thursday,357,662,324,6.419999897480006,4022,8596
18-24,Female,97.92901487099704,1.719186809817256,Thursday,477,662,324,6.419999897480006,4022,8596
45-54,Male,97.92901487099704,1.719186809817256,Thursday,423,662,324,6.419999897480006,4022,8596
55-64,Female,97.92901487099704,1.719186809817256,Thursday,508,662,324,6.419999897480006,4022,8596
18-24,Female,97.92901487099704,1.719186809817256,Thursday,472,662,324,6.419999897480006,4022,8596
55-64,Male,97.92901487099704,1.719186809817256,Thursday,424,662,324,6.419999897480006,4022,8596
18-24,Female,97.92901487099704,1.719186809817256,Thursday,486,662,324,6.419999897480006,4022,8596
65+,Male,49.0922657308354,1.4856690863194275,Thursday,545,1440,0,0.0,1496,0
55-64,Male,49.0922657308354,1.4856690863194275,Thursday,445,1440,0,0.0,1496,0
25-34,Female,49.0922657308354,1.4856690863194275,Thursday,291,1440,0,0.0,1496,0
45-54,Female,49.0922657308354,1.4856690863194275,Thursday,535,1440,0,0.0,1496,0
18-24,Male,49.0922657308354,1.4856690863194275,Thursday,441,1440,0,0.0,1496,0
55-64,Male,49.0922657308354,1.4856690863194275,Thursday,384,1440,0,0.0,1496,0
18-24,Female,49.0922657308354,1.4856690863194275,Thursday,357,1440,0,0.0,1496,0
55-64,Female,49.0922657308354,1.4856690863194275,Thursday,477,1440,0,0.0,1496,0
65+,Male,49.0922657308354,1.4856690863194275,Thursday,423,1440,0,0.0,1496,0
25-34,Male,49.0922657308354,1.4856690863194275,Thursday,508,1440,0,0.0,1496,0
55-64,Female,49.0922657308354,1.4856690863194275,Thursday,472,1440,0,0.0,1496,0
65+,Female,49.0922657308354,1.4856690863194275,Thursday,424,1440,0,0.0,1496,0
65+,Female,49.0922657308354,1.4856690863194275,Thursday,486,1440,0,0.0,1496,0
65+,Male,82.74830984178399,1.6714344351974186,Thursday,545,1077,363,5.76999998092651,2952,7671
35-44,Female,82.74830984178399,1.6714344351974186,Thursday,445,1077,363,5.76999998092651,2952,7671
25-34,Male,82.74830984178399,1.6714344351974186,Thursday,291,1077,363,5.76999998092651,2952,7671
65+,Male,82.74830984178399,1.6714344351974186,Thursday,535,1077,363,5.76999998092651,2952,7671
35-44,Male,82.74830984178399,1.6714344351974186,Thursday,441,1077,363,5.76999998092651,2952,7671
25-34,Female,82.74830984178399,1.6714344351974186,Thursday,384,1077,363,5.76999998092651,2952,7671
45-54,Female,82.74830984178399,1.6714344351974186,Thursday,357,1077,363,5.76999998092651,2952,7671
18-24,Male,82.74830984178399,1.6714344351974186,Thursday,477,1077,363,5.76999998092651,2952,7671
18-24,Female,82.74830984178399,1.6714344351974186,Thursday,423,1077,363,5.76999998092651,2952,7671
35-44,Female,82.74830984178399,1.6714344351974186,Thursday,508,1077,363,5.76999998092651,2952,7671
25-34,Female,82.74830984178399,1.6714344351974186,Thursday,472,1077,363,5.76999998092651,2952,7671
25-34,Male,82.74830984178399,1.6714344351974186,Thursday,424,1077,363,5.76999998092651,2952,7671
65+,Female,82.74830984178399,1.6714344351974186,Thursday,486,1077,363,5.76999998092651,2952,7671
55-64,Female,86.38366192627949,1.6368909021683755,Thursday,545,863,143,3.700000047683717,2507,5162
35-44,Male,86.38366192627949,1.6368909021683755,Thursday,445,863,143,3.700000047683717,2507,5162
55-64,Male,86.38366192627949,1.6368909021683755,Thursday,291,863,143,3.700000047683717,2507,5162
